"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"7","7","45","OLD","20231523","그 여름","2023-06-07","10475155","0.4","10158155","3204.5","20915155","1206","1176","3920","2326","89","113"
"8","8","-5","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","9935249","0.4","-361412141","-97.3","3637299801","1108","-39067","-97.2","490553","219","237"
"9","9","3","OLD","20231959","부기맨","2023-06-06","10273777","0.4","-21938205","-68.1","44231759","983","-2055","-67.6","4215","168","238"
"10","10","-4","OLD","20227890","슈퍼 마리오 브라더스","2023-04-26","5803578","0.2","-115794279","-95.2","23380638750","683","-11902","-94.6","2376136","44","44"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1854905561","74.9","-216243741","-10.4","63618682949","191942","-22625","-10.5","6459594","2109","11225"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","322215943","13.0","-57011535","-15","2858762784","32287","-6213","-16.1","283893","1091","4088"
"3","3","0","NEW","20211937","귀공자","2023-06-21","43275000","1.7","43275000","100","43275000","8655","8655","100","8655","35","39"
"4","4","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","61169909","2.5","4343716","7.6","43350116582","6041","367","6.5","4112371","420","632"
"5","5","-1","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","34469768","1.4","2577705","8.1","18166168896","3610","300","9.1","1742589","313","424"
"6","6","-1","OLD","20231839","인어공주","2023-05-24","23235900","0.9","-1943019","-7.7","6256495471","2486","-221","-8.2","607616","180","222"
"7","7","-1","OLD","20231677","남은 인생 10년","2023-05-24","14610100","0.6","335200","2.3","1122182200","1392","61","4.6","104027","61","106"
"8","8","20","OLD","20228930","엘리멘탈","2023-06-14","9436000","0.4","7213000","324.5","19137000","1044","797","322.7","2113","4","4"
"9","9","-1","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","9100684","0.4","-834565","-8.4","3646400485","1023","-85","-7.7","491576","190","206"
"10","10","-1","OLD","20231959","부기맨","2023-06-06","9997411","0.4","-276366","-2.7","54229170","962","-21","-2.1","5177","176","244"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","2683068569","76.3","828163008","44.6","66301751518","267566","75624","39.4","6727160","2121","11882"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","518023204","14.7","195807261","60.8","3376785988","50098","17811","55.2","333991","1123","4353"
"3","3","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","90746244","2.6","29576335","48.4","43440862826","8646","2605","43.1","4121017","423","658"
"4","4","1","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","46339891","1.3","11870123","34.4","18212508787","4706","1096","30.4","1747295","305","428"
"5","5","1","OLD","20231839","인어공주","2023-05-24","27076289","0.8","3840389","16.5","6283571760","2536","50","2","610152","184","230"
"6","6","1","OLD","20231677","남은 인생 10년","2023-05-24","23710100","0.7","9100000","62.3","1145892300","2132","740","53.2","106159","74","129"
"7","7","3","OLD","20231959","부기맨","2023-06-06","14182501","0.4","4185090","41.9","68411671","1330","368","38.3","6507","190","257"
"8","8","1","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","12114600","0.3","3013916","33.1","3658515085","1297","274","26.8","492873","226","252"
"9","9","3","OLD","20231523","그 여름","2023-06-07","7775300","0.2","1401873","22","35063882","764","32","4.4","3822","88","106"
"10","10","1","OLD","20226270","스즈메의 문단속","2023-03-08","8089730","0.2","-221823","-2.7","56646035528","747","-95","-11.3","5524227","72","79"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","5860554333","71.4","3177485764","118.4","72162305851","574062","306496","114.5","7301222","2167","12385"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","1298936664","15.8","780913460","150.7","4675722652","124361","74263","148.2","458352","1088","4503"
"3","3","5","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","335500617","4.1","323386017","2669.4","3994015702","35331","34034","2624.1","528204","549","840"
"4","4","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","194892792","2.4","104146548","114.8","43635755618","18363","9717","112.4","4139380","400","603"
"5","5","0","OLD","20231839","인어공주","2023-05-24","107132363","1.3","80056074","295.7","6390704123","10288","7752","305.7","620440","269","346"
"6","6","-2","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","69892051","0.9","23552160","50.8","18282400838","6906","2200","46.7","1754201","244","307"
"7","7","9","OLD","20227890","슈퍼 마리오 브라더스","2023-04-26","49063016","0.6","45220916","1177","23437843840","4980","4539","1029.3","2382060","174","206"
"8","8","-2","OLD","20231677","남은 인생 10년","2023-05-24","44814900","0.5","21104800","89","1190707200","4044","1912","89.7","110203","85","144"
"9","9","6","OLD","20231348","극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대","2023-05-04","36156277","0.4","31345273","651.5","7178414233","3522","3041","632.2","723810","145","159"
"10","10","0","OLD","20226270","스즈메의 문단속","2023-03-08","32129627","0.4","24039897","297.2","56678165155","3174","2427","324.9","5527401","90","103"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","4901995734","70.8","-958558599","-16.4","77064301585","481438","-92624","-16.1","7782660","2147","11885"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","1148282392","16.6","-150654272","-11.6","5824005044","111126","-13235","-10.6","569478","1071","4318"
"3","3","0","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","239413036","3.5","-96087581","-28.6","4233428738","25389","-9942","-28.1","553593","529","833"
"4","4","0","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","167820637","2.4","-27072155","-13.9","43803576255","15823","-2540","-13.8","4155203","401","624"
"5","5","0","OLD","20231839","인어공주","2023-05-24","112894655","1.6","5762292","5.4","6503598778","10999","711","6.9","631439","272","349"
"6","6","0","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","59116569","0.9","-10775482","-15.4","18341517407","5775","-1131","-16.4","1759976","244","297"
"7","7","0","OLD","20227890","슈퍼 마리오 브라더스","2023-04-26","56514848","0.8","7451832","15.2","23494358688","5706","726","14.6","2387766","176","201"
"8","8","0","OLD","20231677","남은 인생 10년","2023-05-24","41558900","0.6","-3256000","-7.3","1232266100","3768","-276","-6.8","113971","84","143"
"9","9","0","OLD","20231348","극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대","2023-05-04","35289989","0.5","-866288","-2.4","7213704222","3413","-109","-3.1","727223","139","157"
"10","10","0","OLD","20226270","스즈메의 문단속","2023-03-08","29121833","0.4","-3007794","-9.4","56707286988","2886","-288","-9.1","5530287","91","102"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1392036445","75.1","-3509959289","-71.6","78456338030","143292","-338146","-70.2","7925952","1968","10871"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","235523736","12.7","-912758656","-79.5","6059528780","24001","-87125","-78.4","593479","973","3843"
"3","3","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","61484093","3.3","-106336544","-63.4","43865060348","6106","-9717","-61.4","4161309","423","699"
"4","4","2","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","26217421","1.4","-32899148","-55.7","18367734828","2672","-3103","-53.7","1762648","274","382"
"5","5","0","OLD","20231839","인어공주","2023-05-24","17155049","0.9","-95739606","-84.8","6520753827","1675","-9324","-84.8","633114","179","230"
"6","6","0","NEW","20228930","엘리멘탈","2023-06-14","14447000","0.8","14447000","100","33584000","1541","1541","100","3654","6","6"
"7","7","1","OLD","20231677","남은 인생 10년","2023-05-24","14439000","0.8","-27119900","-65.3","1246705100","1353","-2415","-64.1","115324","88","158"
"8","8","-5","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","11110526","0.6","-228302510","-95.4","4244539264","1236","-24153","-95.1","554829","214","242"
"9","9","1","OLD","20226270","스즈메의 문단속","2023-03-08","6703009","0.4","-22418824","-77","56713989997","650","-2236","-77.5","5530937","71","81"
"10","10","2","OLD","20231959","부기맨","2023-06-06","6790952","0.4","-11891098","-63.6","117333272","636","-1059","-62.5","10976","143","188"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1159976659","66.7","-232059786","-16.7","79616314689","120164","-23128","-16.1","8046116","2059","10442"
"2","2","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","226755900","13.0","-8767836","-3.7","6286284680","22877","-1124","-4.7","616356","1049","3705"
"3","3","0","NEW","20231971","플래시","2023-06-14","121738789","7.0","121738789","100","127606789","10617","10617","100","11269","433","434"
"4","4","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","59807176","3.4","-1676917","-2.7","43924867524","6011","-95","-1.6","4167320","454","704"
"5","5","-1","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","25213439","1.4","-1003982","-3.8","18392948267","2608","-64","-2.4","1765256","286","383"
"6","6","-1","OLD","20231839","인어공주","2023-05-24","18296585","1.1","1141536","6.7","6539050412","1840","165","9.9","634954","181","237"
"7","7","0","OLD","20231677","남은 인생 10년","2023-05-24","16067900","0.9","1628900","11.3","1262773000","1839","486","35.9","117163","90","151"
"8","8","0","NEW","20211937","귀공자","2023-06-21","9086000","0.5","9086000","100","52361000","1774","1774","100","10429","8","8"
"9","9","0","NEW","20231577","라방","2023-06-28","7413000","0.4","7413000","100","8281000","1059","1059","100","1183","4","5"
"10","10","-2","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","8913383","0.5","-2197143","-19.8","4253452647","992","-244","-19.7","555821","190","217"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1075404461","41.6","-84572198","-7.3","80691719150","111145","-9019","-7.5","8157261","1364","6710"
"2","2","1","OLD","20231971","플래시","2023-06-14","760401540","29.4","638662751","524.6","888008329","72626","62009","584.1","83895","1255","4684"
"3","3","14","OLD","20228930","엘리멘탈","2023-06-14","453668139","17.6","450221139","13061.2","490699139","48002","47619","12433.2","52039","956","3415"
"4","4","-2","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","113650475","4.4","-113105425","-49.9","6399935155","11985","-10892","-47.6","628341","635","1471"
"5","5","3","OLD","20211937","귀공자","2023-06-21","29081000","1.1","19995000","220.1","81442000","5009","3235","182.4","15438","31","31"
"6","6","-2","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","25452457","1.0","-34354719","-57.4","43950319981","2518","-3493","-58.1","4169838","186","227"
"7","7","3","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","19386322","0.8","10472939","117.5","4272838969","2258","1266","127.6","558079","181","194"
"8","8","-1","OLD","20231677","남은 인생 10년","2023-05-24","11652100","0.5","-4415800","-27.5","1274425100","1269","-570","-31","118432","57","93"
"9","9","33","OLD","19870150","탑건","1987-12-19","7279000","0.3","6755000","1289.1","157230200","904","846","1458.6","19346","15","15"
"10","10","14","OLD","20239611","너의 눈을 들여다보면","2023-06-14","7575500","0.3","4291500","130.7","28258300","877","630","255.1","2608","63","84"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1016761379","46.0","-58643082","-5.5","81708480529","105477","-5668","-5.1","8262738","1353","6720"
"2","2","0","OLD","20231971","플래시","2023-06-14","513094893","23.2","-247306647","-32.5","1401103222","49800","-22826","-31.4","133695","1258","4586"
"3","3","0","OLD","20228930","엘리멘탈","2023-06-14","400335888","18.1","-53332251","-11.8","891035027","41921","-6081","-12.7","93960","953","3418"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","113856142","5.2","205667","0.2","6513791297","12067","82","0.7","640408","613","1465"
"5","5","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","26805741","1.2","1353284","5.3","43977125722","2694","176","7","4172532","188","229"
"6","6","2","OLD","20231677","남은 인생 10년","2023-05-24","13065300","0.6","1413200","12.1","1287490400","1367","98","7.7","119799","62","96"
"7","7","0","NEW","20231935","아버지의 마음","2023-07-20","10723000","0.5","10723000","100","18262000","1187","1187","100","2078","6","6"
"8","8","3","OLD","20231839","인어공주","2023-05-24","8772769","0.4","183371","2.1","6556412579","931","65","7.5","636751","73","84"
"9","9","-2","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","7817706","0.4","-11568616","-59.7","4280656675","917","-1341","-59.4","558996","127","132"
"10","10","0","OLD","20239611","너의 눈을 들여다보면","2023-06-14","7673500","0.3","98000","1.3","35931800","885","8","0.9","3493","71","87"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","1396779086","45.0","380017707","37.4","83105259615","138995","33518","31.8","8401733","1424","7010"
"2","2","1","OLD","20228930","엘리멘탈","2023-06-14","652419636","21.0","252083748","63","1543454663","64999","23078","55.1","158959","999","3640"
"3","3","-1","OLD","20231971","플래시","2023-06-14","660566556","21.3","147471663","28.7","2061669778","60594","10794","21.7","194289","1258","4676"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","159189964","5.1","45333822","39.8","6672981261","16194","4127","34.2","656602","646","1479"
"5","5","9","OLD","20211937","귀공자","2023-06-21","35640000","1.1","31640000","791","121082000","7128","6628","1325.6","23066","36","36"
"6","6","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","37528235","1.2","10722494","40","44014653957","3629","935","34.7","4176161","191","242"
"7","7","-1","OLD","20231677","남은 인생 10년","2023-05-24","14945600","0.5","1880300","14.4","1302436000","1512","145","10.6","121311","53","93"
"8","8","0","NEW","20231937","제이홉 인 더 박스","2023-06-16","22910000","0.7","22910000","100","22910000","1149","1149","100","1149","80","137"
"9","8","0","NEW","20231931","슈가: 로드 투 디데이","2023-06-16","22910000","0.7","22910000","100","22910000","1149","1149","100","1149","80","137"
"10","10","-3","OLD","20231935","아버지의 마음","2023-07-20","9890000","0.3","-833000","-7.8","28152000","985","-202","-17","3063","4","4"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","2850263922","41.9","1453484836","104.1","85955523537","278717","139722","100.5","8680450","1464","7378"
"2","2","0","OLD","20228930","엘리멘탈","2023-06-14","1793175846","26.4","1140756210","174.9","3336630509","177851","112852","173.6","336810","1221","4477"
"3","3","0","OLD","20231971","플래시","2023-06-14","1412375187","20.8","751808631","113.8","3474044965","130307","69713","115","324596","1239","4645"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","326281508","4.8","167091544","105","6999262769","32662","16468","101.7","689264","626","1259"
"5","5","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","74509561","1.1","36981326","98.5","44089163518","7045","3416","94.1","4183206","202","253"
"6","6","7","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","62235941","0.9","55283563","795.2","4349844994","6475","5720","757.6","566226","326","388"
"7","7","-2","OLD","20211937","귀공자","2023-06-21","42776700","0.6","7136700","20","163858700","3546","-3582","-50.3","26612","16","16"
"8","8","3","OLD","20231839","인어공주","2023-05-24","27035851","0.4","17228264","175.7","6593256017","2576","1622","170","640281","103","123"
"9","9","-2","OLD","20231677","남은 인생 10년","2023-05-24","21712100","0.3","6766500","45.3","1324148100","2039","527","34.9","123350","57","103"
"10","10","2","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","14698775","0.2","6243513","73.8","18429233665","1424","563","65.4","1768878","67","76"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","2368326219","39.8","-481937703","-16.9","88323849756","231931","-46786","-16.8","8912381","1454","7094"
"2","2","0","OLD","20228930","엘리멘탈","2023-06-14","1797539677","30.2","4363831","0.2","5134170186","179225","1374","0.8","516035","1251","4481"
"3","3","0","OLD","20231971","플래시","2023-06-14","1107473969","18.6","-304901218","-21.6","4581518934","102710","-27597","-21.2","427306","1212","4390"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","293780240","4.9","-32501268","-10","7293043009","29657","-3005","-9.2","718921","640","1228"
"5","5","1","OLD","20090860","포켓 몬스터 DP: 아르세우스 초극의 시공으로","2009-12-24","70326000","1.2","8090059","13","4420170994","7369","894","13.8","573595","335","392"
"6","6","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","66674307","1.1","-7835254","-10.5","44155837825","6253","-792","-11.2","4189459","204","254"
"7","7","1","OLD","20231839","인어공주","2023-05-24","28860504","0.5","1824653","6.7","6622116521","2732","156","6.1","643013","110","123"
"8","8","-1","OLD","20211937","귀공자","2023-06-21","24288289","0.4","-18488411","-43.2","188146989","2004","-1542","-43.5","28616","12","12"
"9","9","0","OLD","20231677","남은 인생 10년","2023-05-24","19906600","0.3","-1805500","-8.3","1344054700","1868","-171","-8.4","125218","56","98"
"10","10","5","OLD","20232183","비의도적 연애담 스페셜","2023-06-14","22890000","0.4","6390500","38.7","54599000","1526","426","38.7","3640","22","28"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","839091345","45.2","-1529234874","-64.6","89162941101","86384","-145547","-62.8","8998765","1320","6611"
"2","2","0","OLD","20228930","엘리멘탈","2023-06-14","513162781","27.7","-1284376896","-71.5","5647332967","52398","-126827","-70.8","568433","1006","3713"
"3","3","0","OLD","20231971","플래시","2023-06-14","292404756","15.8","-815069213","-73.6","4873923690","28332","-74378","-72.4","455638","1125","3984"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","81634960","4.4","-212145280","-72.2","7374677969","8325","-21332","-71.9","727246","566","1235"
"5","5","1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","27260563","1.5","-39413744","-59.1","44183098388","2721","-3532","-56.5","4192180","195","256"
"6","6","0","NEW","20224596","인드림","2023-06-21","9779000","0.5","9779000","100","9779000","1397","1397","100","1397","5","6"
"7","7","2","OLD","20231677","남은 인생 10년","2023-05-24","10150500","0.5","-9756100","-49","1354205200","1036","-832","-44.5","126254","57","100"
"8","8","-1","OLD","20231839","인어공주","2023-05-24","7218811","0.4","-21641693","-75","6629335332","721","-2011","-73.6","643734","76","94"
"9","9","9","OLD","20231937","제이홉 인 더 박스","2023-06-16","13442000","0.7","2123500","18.8","54349000","611","35","6.1","2677","54","80"
"10","10","1","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","5236880","0.3","-6716109","-56.2","18446423534","550","-635","-53.6","1770613","67","86"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","765865334","43.7","-73226011","-8.7","89928806435","78639","-7745","-9","9077404","1351","6633"
"2","2","0","OLD","20228930","엘리멘탈","2023-06-14","542744751","30.9","29581970","5.8","6190077718","55730","3332","6.4","624163","1043","3864"
"3","3","0","OLD","20231971","플래시","2023-06-14","246138077","14.0","-46266679","-15.8","5120061767","23815","-4517","-15.9","479453","1121","3819"
"4","4","0","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","80833411","4.6","-801549","-1","7455511380","8538","213","2.6","735784","565","1227"
"5","5","0","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","30187037","1.7","2926474","10.7","44213285425","2983","262","9.6","4195163","202","266"
"6","6","1","OLD","20231677","남은 인생 10년","2023-05-24","11186100","0.6","1035600","10.2","1365391300","1073","37","3.6","127327","56","96"
"7","7","3","OLD","20231592","분노의 질주: 라이드 오어 다이","2023-05-17","6893618","0.4","1656738","31.6","18453317152","711","161","29.3","1771324","68","88"
"8","8","0","OLD","20231839","인어공주","2023-05-24","6634077","0.4","-584734","-8.1","6635969409","678","-43","-6","644412","72","89"
"9","9","2","OLD","20239611","너의 눈을 들여다보면","2023-06-14","5263300","0.3","1212595","29.9","72411533","602","137","29.5","7283","61","76"
"10","10","5","OLD","20226270","스즈메의 문단속","2023-03-08","4277766","0.2","1191644","38.6","56759597320","441","126","40","5535427","37","43"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","800442310","25.5","34576976","4.5","90729248745","82542","3903","5","9159946","1027","4368"
"2","2","0","NEW","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","743929512","23.7","743929512","100","771027512","70799","70799","100","72443","1103","4013"
"3","3","0","NEW","20211937","귀공자","2023-06-21","625179697","19.9","625179697","100","813326686","64914","64914","100","93530","966","3875"
"4","4","-2","OLD","20228930","엘리멘탈","2023-06-14","590785509","18.8","48040758","8.9","6780863227","60867","5137","9.2","685030","856","2524"
"5","5","-2","OLD","20231971","플래시","2023-06-14","170761457","5.4","-75376620","-30.6","5290823224","16461","-7354","-30.9","495914","685","1737"
"6","6","64","OLD","20227654","수라","2023-06-21","77671200","2.5","77606200","119394.2","121008200","8936","8927","99188.9","13793","136","155"
"7","7","-3","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","29221628","0.9","-51611783","-63.8","7484733008","3195","-5343","-62.6","738979","255","295"
"8","8","-3","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","10477641","0.3","-19709396","-65.3","44223763066","1029","-1954","-65.5","4196192","67","79"
"9","9","-3","OLD","20231677","남은 인생 10년","2023-05-24","8128900","0.3","-3057200","-27.3","1373520200","796","-277","-25.8","128123","41","53"
"10","10","0","NEW","20232169","마마무: 마이콘 더 무비","2023-06-21","12340000","0.4","12340000","100","12340000","617","617","100","617","18","34"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","717080001","29.3","-83362309","-10.4","91446328746","74260","-8282","-10","9234206","1040","4359"
"2","2","2","OLD","20228930","엘리멘탈","2023-06-14","569313492","23.3","-21472017","-3.6","7350176719","58135","-2732","-4.5","743165","903","2683"
"3","3","0","OLD","20211937","귀공자","2023-06-21","412913346","16.9","-212266351","-34","1226240032","42867","-22047","-34","136397","953","3755"
"4","4","-2","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","434687122","17.8","-309242390","-41.6","1205714634","40775","-30024","-42.4","113218","1055","3751"
"5","5","0","OLD","20231971","플래시","2023-06-14","139782210","5.7","-30979247","-18.1","5430605434","13358","-3103","-18.9","509272","685","1692"
"6","6","1","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","26659099","1.1","-2562529","-8.8","7511392107","2716","-479","-15","741695","242","292"
"7","7","0","NEW","20231589","파이어하트","2023-06-28","14000000","0.6","14000000","100","14000000","2000","2000","100","2000","16","16"
"8","8","0","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","11507556","0.5","1029915","9.8","44235270622","1159","130","12.6","4197351","66","76"
"9","9","-3","OLD","20227654","수라","2023-06-21","7671628","0.3","-69999572","-90.1","128679828","904","-8032","-89.9","14697","94","105"
"10","10","-1","OLD","20231677","남은 인생 10년","2023-05-24","8292900","0.3","164000","2","1381813100","781","-15","-1.9","128904","42","53"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20226411","범죄도시3","2023-05-31","943980492","28.2","226900491","31.6","92390309238","94484","20224","27.2","9328690","1112","4594"
"2","2","0","OLD","20228930","엘리멘탈","2023-06-14","831870489","24.9","262556997","46.1","8182047208","81941","23806","40.9","825106","1032","3116"
"3","3","1","OLD","20232180","스파이더맨: 어크로스 더 유니버스","2023-06-21","560984578","16.8","126297456","29.1","1766699212","49864","9089","22.3","163082","1036","3698"
"4","4","-1","OLD","20211937","귀공자","2023-06-21","485576341","14.5","72662995","17.6","1711816373","47742","4875","11.4","184139","945","3676"
"5","5","0","OLD","20231971","플래시","2023-06-14","195515311","5.8","55733101","39.9","5626120745","18415","5057","37.9","527687","665","1554"
"6","6","0","NEW","20232075","명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인","2023-06-23","161482100","4.8","161482100","100","161482100","15316","15316","100","15316","176","461"
"7","7","-1","OLD","20232025","트랜스포머: 비스트의 서막","2023-06-06","32331749","1.0","5672650","21.3","7543723856","3261","545","20.1","744956","236","287"
"8","8","1","OLD","20227654","수라","2023-06-21","12379577","0.4","4707949","61.4","141059405","1300","396","43.8","15997","104","120"
"9","9","-1","OLD","20231496","가디언즈 오브 갤럭시: Volume 3","2023-05-03","13871931","0.4","2364375","20.5","44249142553","1286","127","11","4198637","65","72"
"10","10","0","OLD","20231677","남은 인생 10년","2023-05-24","7377800","0.2","-915100","-11","1389190900","679","-102","-13.1","129583","36","47"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
